Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,RowID,case_location,data_as_of,data_loaded_at,Analysis Neighborhoods
160990219,73,16039171,Medical Incident,04/08/2016,04/07/2016,04/08/2016 02:10:05 AM,04/08/2016 02:10:50 AM,04/08/2016 02:11:22 AM,04/08/2016 02:12:01 AM,04/08/2016 02:25:56 AM,04/08/2016 02:41:35 AM,04/08/2016 02:48:50 AM,Code 2 Transport,04/08/2016 03:38:48 AM,GEARY BLVD/FILLMORE ST,San Francisco,94115,B04,05,3541,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,4,5,Western Addition,160990219-73,POINT (-122.432915 37.784355),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160990357,E12,16039183,Alarms,04/08/2016,04/07/2016,04/08/2016 04:23:52 AM,04/08/2016 04:25:15 AM,04/08/2016 04:25:25 AM,04/08/2016 04:27:56 AM,04/08/2016 04:29:20 AM,,,Fire,04/08/2016 04:37:03 AM,HILL POINT AVE/PARNASSUS AVE,San Francisco,94131,B05,12,5155,3,3,3,true,Alarm,1,ENGINE,1,5,5,Inner Sunset,160990357-E12,POINT (-122.45578 37.76407),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
160952349,KM05,16037669,Medical Incident,04/04/2016,04/04/2016,04/04/2016 03:02:58 PM,04/04/2016 03:03:35 PM,04/04/2016 03:04:19 PM,04/04/2016 03:05:09 PM,04/04/2016 03:08:58 PM,04/04/2016 03:33:33 PM,04/04/2016 04:06:40 PM,Code 2 Transport,04/04/2016 04:54:06 PM,HARDIE PL/KEARNY ST,San Francisco,94108,B01,13,1242,3,3,3,false,Non Life-threatening,1,PRIVATE,2,1,3,Financial District/South Beach,160952349-KM05,POINT (-122.40393 37.790287),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160993723,E33,16039494,Medical Incident,04/08/2016,04/08/2016,04/08/2016 09:49:27 PM,04/08/2016 09:49:27 PM,04/08/2016 09:54:46 PM,04/08/2016 09:55:30 PM,04/08/2016 09:57:50 PM,,,Code 2 Transport,04/08/2016 10:02:47 PM,SICKLES AVE/SEARS ST,San Francisco,94112,B09,33,6213,2,3,3,true,Potentially Life-Threatening,1,ENGINE,1,9,11,Outer Mission,160993723-E33,POINT (-122.45389 37.70968),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,28
160930132,76,16036681,Medical Incident,04/02/2016,04/01/2016,04/02/2016 12:48:14 AM,04/02/2016 12:49:48 AM,04/02/2016 12:50:40 AM,04/02/2016 12:50:46 AM,04/02/2016 12:57:11 AM,04/02/2016 01:04:37 AM,04/02/2016 01:35:44 AM,Code 2 Transport,04/02/2016 02:04:21 AM,ALAMEDA ST/SAN BRUNO AVE,San Francisco,94103,B02,29,2351,3,E,3,true,Potentially Life-Threatening,1,MEDIC,2,2,10,Mission,160930132-76,POINT (-122.40583 37.768475),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161012659,B04,16040271,Alarms,04/10/2016,04/10/2016,04/10/2016 05:50:25 PM,04/10/2016 05:51:57 PM,04/10/2016 05:53:19 PM,04/10/2016 05:54:41 PM,,,,Fire,04/10/2016 05:57:51 PM,EDDY ST/WEBSTER ST,San Francisco,94115,B05,05,3515,3,3,3,false,Alarm,1,CHIEF,3,5,5,Western Addition,161012659-B04,POINT (-122.43061 37.781647),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,39
160942286,E13,16037308,Structure Fire / Smoke in Building,04/03/2016,04/03/2016,04/03/2016 03:21:48 PM,04/03/2016 03:21:48 PM,04/03/2016 03:21:55 PM,04/03/2016 03:22:04 PM,04/03/2016 03:23:37 PM,,,Fire,04/03/2016 03:23:54 PM,BATTERY ST/MERCHANT ST,San Francisco,94111,B01,13,1161,3,3,3,true,Alarm,1,ENGINE,1,1,3,Financial District/South Beach,160942286-E13,POINT (-122.40041 37.79545),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160951738,62,16037624,Medical Incident,04/04/2016,04/04/2016,04/04/2016 12:36:30 PM,04/04/2016 12:36:30 PM,04/04/2016 12:39:00 PM,04/04/2016 12:39:08 PM,04/04/2016 12:56:23 PM,04/04/2016 01:11:06 PM,04/04/2016 12:56:23 PM,Code 2 Transport,04/04/2016 02:30:42 PM,BROOKDALE AVE/SANTOS ST,San Francisco,94134,B09,43,6243,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,10,Visitacion Valley,160951738-62,POINT (-122.41876 37.711933),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,40
161000259,E41,16039588,Medical Incident,04/09/2016,04/08/2016,04/09/2016 01:51:00 AM,04/09/2016 01:53:58 AM,04/09/2016 01:54:20 AM,04/09/2016 01:56:03 AM,04/09/2016 01:57:35 AM,,,Code 2 Transport,04/09/2016 01:59:52 AM,JONES ST/BUSH ST,San Francisco,94109,B01,41,1446,2,2,2,false,Non Life-threatening,1,ENGINE,1,1,3,Nob Hill,161000259-E41,POINT (-122.41373 37.789528),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160951389,RS2,16037594,Medical Incident,04/04/2016,04/04/2016,04/04/2016 11:17:45 AM,04/04/2016 11:18:01 AM,04/04/2016 11:18:27 AM,04/04/2016 11:18:55 AM,,,,Code 2 Transport,04/04/2016 11:20:18 AM,17TH ST/CAPP ST,San Francisco,94110,B02,07,5246,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,2,9,Mission,160951389-RS2,POINT (-122.41849 37.763496),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160951680,E01,16037617,Structure Fire / Smoke in Building,04/04/2016,04/04/2016,04/04/2016 12:24:55 PM,04/04/2016 12:24:55 PM,04/04/2016 12:25:09 PM,04/04/2016 12:25:54 PM,,,,Fire,04/04/2016 12:27:00 PM,CLARA ST/05TH ST,San Francisco,94107,B03,08,2243,3,3,3,true,Alarm,1,ENGINE,2,3,6,South of Market,160951680-E01,POINT (-122.402374 37.779457),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160970966,E13,16038337,Medical Incident,04/06/2016,04/06/2016,04/06/2016 09:11:42 AM,04/06/2016 09:12:38 AM,04/06/2016 09:15:06 AM,04/06/2016 09:16:21 AM,04/06/2016 09:17:21 AM,,,Code 2 Transport,04/06/2016 09:25:58 AM,STEUART ST/MISSION ST,San Francisco,94105,B03,35,2131,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,3,Financial District/South Beach,160970966-E13,POINT (-122.39318 37.793232),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
161012929,E36,16040294,Medical Incident,04/10/2016,04/10/2016,04/10/2016 07:03:31 PM,04/10/2016 07:04:31 PM,04/10/2016 07:04:43 PM,04/10/2016 07:06:19 PM,04/10/2016 07:09:48 PM,,,Code 2 Transport,04/10/2016 07:10:05 PM,JONES ST/GOLDEN GATE AVE,San Francisco,94102,B02,01,1546,2,E,3,true,Potentially Life-Threatening,1,ENGINE,3,2,6,Tenderloin,161012929-E36,POINT (-122.412224 37.782074),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161030370,B02,16040788,Alarms,04/12/2016,04/11/2016,04/12/2016 04:48:29 AM,04/12/2016 04:50:17 AM,04/12/2016 04:50:28 AM,04/12/2016 04:52:07 AM,,,,No Merit,04/12/2016 04:56:29 AM,JULIAN AVE/16TH ST,San Francisco,94103,B02,06,5226,3,3,3,false,Alarm,1,CHIEF,3,2,9,Mission,161030370-B02,POINT (-122.4209 37.764977),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161023389,E07,16040680,Medical Incident,04/11/2016,04/11/2016,04/11/2016 07:07:29 PM,04/11/2016 07:07:29 PM,04/11/2016 07:07:35 PM,04/11/2016 07:08:25 PM,,,,Code 2 Transport,04/11/2016 07:10:29 PM,16TH ST/MISSION ST,San Francisco,94103,B02,07,5236,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,9,Mission,161023389-E07,POINT (-122.41967 37.765053),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160932473,E07,16036944,Medical Incident,04/02/2016,04/02/2016,04/02/2016 04:34:04 PM,04/02/2016 04:34:04 PM,04/02/2016 04:34:04 PM,04/02/2016 04:34:04 PM,04/02/2016 04:34:04 PM,,,Cancelled,04/02/2016 05:07:15 PM,FOLSOM ST/19TH ST,San Francisco,94110,B06,07,5447,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,9,Mission,160932473-E07,POINT (-122.41484 37.760498),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160931933,T12,16036888,Alarms,04/02/2016,04/02/2016,04/02/2016 01:58:21 PM,04/02/2016 02:00:23 PM,04/02/2016 02:01:20 PM,04/02/2016 02:02:34 PM,04/02/2016 02:03:57 PM,,,Fire,04/02/2016 02:06:07 PM,PARNASSUS AVE/WOODLAND AVE,San Francisco,94117,B05,12,5153,3,3,3,false,Alarm,1,TRUCK,2,5,5,Inner Sunset,160931933-T12,POINT (-122.453514 37.764397),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
160942930,E39,16037372,Medical Incident,04/03/2016,04/03/2016,04/03/2016 06:29:57 PM,04/03/2016 06:31:04 PM,04/03/2016 06:31:25 PM,04/03/2016 06:33:09 PM,04/03/2016 06:36:29 PM,,,No Merit,04/03/2016 06:37:32 PM,ROCKDALE DR/REPOSA WAY,San Francisco,94127,B09,39,8652,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,7,West of Twin Peaks,160942930-E39,POINT (-122.44996 37.740448),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41
160923984,AM24,16036652,Medical Incident,04/01/2016,04/01/2016,04/01/2016 11:29:01 PM,04/01/2016 11:33:19 PM,04/01/2016 11:33:35 PM,04/01/2016 11:39:30 PM,04/01/2016 11:43:57 PM,04/01/2016 11:50:18 PM,04/02/2016 12:01:29 AM,Code 2 Transport,04/02/2016 12:34:41 AM,ELLIS ST/HYDE ST,San Francisco,94109,B02,03,1555,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,160923984-AM24,POINT (-122.41607 37.78445),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
161020360,E06,16040410,Medical Incident,04/11/2016,04/10/2016,04/11/2016 04:35:42 AM,04/11/2016 04:36:49 AM,04/11/2016 04:38:05 AM,04/11/2016 04:40:59 AM,04/11/2016 04:45:29 AM,,,Code 2 Transport,04/11/2016 04:48:35 AM,ERIE ST/MISSION ST,San Francisco,94103,B02,36,5215,2,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,9,Mission,161020360-E06,POINT (-122.42003 37.769047),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
160951990,66,16037652,Medical Incident,04/04/2016,04/04/2016,04/04/2016 01:39:23 PM,04/04/2016 01:39:23 PM,04/04/2016 01:45:36 PM,04/04/2016 01:46:10 PM,,,,Code 2 Transport,04/04/2016 01:46:39 PM,PINTO AVE/ARBALLO DR,San Francisco,94132,B08,19,8582,2,2,2,true,Non Life-threatening,1,MEDIC,3,8,7,Lakeshore,160951990-66,POINT (-122.48302 37.72045),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,16
160982120,T03,16038938,Medical Incident,04/07/2016,04/07/2016,04/07/2016 01:53:58 PM,04/07/2016 01:54:30 PM,04/07/2016 01:54:49 PM,04/07/2016 01:55:32 PM,04/07/2016 01:58:12 PM,,,Code 2 Transport,04/07/2016 02:18:40 PM,TAYLOR ST/POST ST,San Francisco,94102,B01,03,1451,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,1,3,Nob Hill,160982120-T03,POINT (-122.4117 37.787872),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160992704,T02,16039398,Structure Fire / Smoke in Building,04/08/2016,04/08/2016,04/08/2016 05:13:48 PM,04/08/2016 05:13:48 PM,04/08/2016 05:14:05 PM,04/08/2016 05:16:01 PM,04/08/2016 05:18:47 PM,,,Fire,04/08/2016 05:27:38 PM,JOICE ST/CLAY ST,San Francisco,94108,B01,02,0135,3,3,3,false,Alarm,1,TRUCK,2,1,3,Chinatown,160992704-T02,POINT (-122.40872 37.793957),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6
160962714,B03,16038091,Structure Fire / Smoke in Building,04/05/2016,04/05/2016,04/05/2016 04:25:02 PM,04/05/2016 04:29:07 PM,04/05/2016 04:29:40 PM,04/05/2016 04:31:23 PM,,,,Fire,04/05/2016 04:33:55 PM,BECKETT ST/PACIFIC AVE,San Francisco,94133,B01,13,1246,3,3,3,false,Alarm,1,CHIEF,11,1,3,Chinatown,160962714-B03,POINT (-122.406525 37.796944),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,6
160993056,E35,16039422,Medical Incident,04/08/2016,04/08/2016,04/08/2016 06:33:45 PM,04/08/2016 06:33:45 PM,04/08/2016 06:33:58 PM,04/08/2016 06:35:02 PM,04/08/2016 06:37:08 PM,,,SFPD,04/08/2016 06:46:54 PM,THE EMBARCADERO/BRYANT ST,San Francisco,94105,B03,35,0928,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,3,6,Financial District/South Beach,160993056-E35,POINT (-122.387794 37.787098),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160971197,57,16038353,Medical Incident,04/06/2016,04/06/2016,04/06/2016 09:58:35 AM,04/06/2016 09:59:46 AM,04/06/2016 10:00:40 AM,04/06/2016 10:01:15 AM,04/06/2016 10:05:29 AM,04/06/2016 10:19:35 AM,04/06/2016 10:59:51 AM,Code 2 Transport,04/06/2016 11:59:26 AM,MARKET ST/11TH ST,San Francisco,94103,B02,36,3111,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,South of Market,160971197-57,POINT (-122.418655 37.77556),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161041837,AM08,16041279,Medical Incident,04/13/2016,04/13/2016,04/13/2016 12:41:31 PM,04/13/2016 12:44:23 PM,04/13/2016 12:47:16 PM,04/13/2016 12:47:46 PM,,,,Fire,04/13/2016 12:52:53 PM,UNION ST/MONTGOMERY ST,San Francisco,94133,B01,28,1225,3,3,3,false,Non Life-threatening,1,PRIVATE,4,1,3,North Beach,161041837-AM08,POINT (-122.40443 37.801037),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,23
160992483,84,16039383,Medical Incident,04/08/2016,04/08/2016,04/08/2016 04:15:22 PM,04/08/2016 04:16:59 PM,04/08/2016 04:17:26 PM,04/08/2016 04:17:40 PM,04/08/2016 04:19:23 PM,04/08/2016 04:31:15 PM,04/08/2016 04:51:24 PM,Code 2 Transport,04/08/2016 05:37:40 PM,06TH ST/MISSION ST,San Francisco,94103,B03,01,2251,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,South of Market,160992483-84,POINT (-122.40871 37.78097),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161001368,50,16039733,Medical Incident,04/09/2016,04/09/2016,04/09/2016 11:40:54 AM,04/09/2016 11:40:54 AM,04/09/2016 11:41:05 AM,04/09/2016 11:41:12 AM,04/09/2016 11:49:33 AM,04/09/2016 12:07:39 PM,04/09/2016 12:21:29 PM,Code 2 Transport,04/09/2016 01:05:28 PM,EDDY ST/JONES ST,San Francisco,94102,B02,03,1540,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,Tenderloin,161001368-50,POINT (-122.4126 37.78393),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,36
160922614,77,16036529,Medical Incident,04/01/2016,04/01/2016,04/01/2016 05:01:52 PM,04/01/2016 05:03:48 PM,04/01/2016 05:04:06 PM,04/01/2016 05:04:23 PM,04/01/2016 05:06:36 PM,04/01/2016 05:17:44 PM,04/01/2016 05:41:22 PM,Code 2 Transport,04/01/2016 06:10:00 PM,LA PLAYA/LINCOLN WAY/MARTIN LUTHER KING JR DR,San Francisco,94122,B08,23,7722,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,7,4,Sunset/Parkside,160922614-77,POINT (-122.5094 37.764034),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,12
160951931,E28,16037644,Medical Incident,04/04/2016,04/04/2016,04/04/2016 01:26:57 PM,04/04/2016 01:27:34 PM,04/04/2016 01:28:44 PM,04/04/2016 01:30:21 PM,,,,Against Medical Advice,04/04/2016 01:31:39 PM,BEACH ST/HYDE ST,San Francisco,94109,B01,28,1616,3,3,3,false,Potentially Life-Threatening,1,ENGINE,3,1,2,Russian Hill,160951931-E28,POINT (-122.42056 37.806656),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,32
161000057,AM18,16039557,Medical Incident,04/09/2016,04/08/2016,04/09/2016 12:17:39 AM,04/09/2016 12:18:54 AM,04/09/2016 12:20:25 AM,04/09/2016 12:21:07 AM,,,,Gone on Arrival,04/09/2016 12:24:58 AM,SANCHEZ ST/MARKET ST,San Francisco,94114,B02,06,5213,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,5,8,Castro/Upper Market,161000057-AM18,POINT (-122.43102 37.76587),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,5
160992144,T03,16039340,Alarms,04/08/2016,04/08/2016,04/08/2016 02:57:35 PM,04/08/2016 02:58:46 PM,04/08/2016 02:59:15 PM,04/08/2016 03:00:29 PM,04/08/2016 03:01:38 PM,,,Fire,04/08/2016 03:07:27 PM,LARKIN ST/CALIFORNIA ST,San Francisco,94109,B04,41,1635,3,3,3,false,Alarm,1,TRUCK,1,4,3,Nob Hill,160992144-T03,POINT (-122.41904 37.790787),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,21
160990965,89,16039235,Medical Incident,04/08/2016,04/08/2016,04/08/2016 09:34:49 AM,04/08/2016 09:34:49 AM,04/08/2016 09:35:00 AM,04/08/2016 09:35:06 AM,04/08/2016 09:42:05 AM,,,Patient Declined Transport,04/08/2016 10:19:12 AM,RAMSELL ST/RANDOLPH ST,San Francisco,94132,B09,33,8416,2,2,2,true,Non Life-threatening,1,MEDIC,1,9,11,Oceanview/Merced/Ingleside,160990965-89,POINT (-122.4662 37.71428),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,24
032410103,E13,03068916,Gas Leak (Natural and LP Gases),08/29/2003,08/29/2003,08/29/2003 10:27:41 AM,08/29/2003 10:29:11 AM,08/29/2003 10:29:25 AM,08/29/2003 10:30:43 AM,08/29/2003 10:33:33 AM,,,Other,08/29/2003 10:52:52 AM,01ST ST/GUY PL,SF,94105,B03,35,2137,3,3,3,true,,1,ENGINE,1,3,6,Financial District/South Beach,032410103-E13,POINT (-122.39392 37.78685),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,8
160931892,E22,16036879,Structure Fire / Smoke in Building,04/02/2016,04/02/2016,04/02/2016 01:48:28 PM,04/02/2016 01:48:28 PM,04/02/2016 01:51:31 PM,04/02/2016 01:52:46 PM,04/02/2016 01:54:02 PM,,,Fire,04/02/2016 01:54:49 PM,09TH AVE/LINCOLN WAY,San Francisco,94122,B08,22,7333,3,3,3,false,Alarm,1,ENGINE,1,7,5,Inner Sunset,160931892-E22,POINT (-122.466446 37.765926),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,14
251671469,SCRT2,25085738,Other,06/16/2025,06/16/2025,06/16/2025 12:20:05 PM,06/16/2025 12:20:05 PM,06/16/2025 12:20:18 PM,06/16/2025 12:20:21 PM,06/16/2025 12:39:14 PM,06/16/2025 12:45:35 PM,06/16/2025 12:53:55 PM,Other,06/16/2025 01:32:33 PM,CALL BOX: 14TH ST/FOLSOM ST,San Francisco,94103.0,B02,07,5216,1,1,2,false,,1,CP,2,2,9,Mission,251671469-SCRT2,POINT (-122.417831419 37.768457694),06/17/2025 03:40:43 AM,06/18/2025 04:26:34 AM,20
161000418,79,16039609,Medical Incident,04/09/2016,04/08/2016,04/09/2016 03:12:23 AM,04/09/2016 03:15:03 AM,04/09/2016 03:19:17 AM,04/09/2016 03:19:35 AM,04/09/2016 03:47:57 AM,04/09/2016 04:06:43 AM,04/09/2016 04:18:19 AM,Code 2 Transport,04/09/2016 04:29:53 AM,ORTEGA ST/19TH AVE,San Francisco,94116,B08,40,7421,2,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,161000418-79,POINT (-122.476295 37.75238),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,35
161042927,KM01,16041386,Medical Incident,04/13/2016,04/13/2016,04/13/2016 05:14:42 PM,04/13/2016 05:16:19 PM,04/13/2016 05:16:39 PM,04/13/2016 05:17:33 PM,04/13/2016 05:33:28 PM,,,Medical Examiner,04/13/2016 06:40:03 PM,PORTOLA DR/EVELYN WAY,San Francisco,94127,B08,39,8661,2,2,2,false,Non Life-threatening,1,PRIVATE,1,9,7,West of Twin Peaks,161042927-KM01,POINT (-122.45421 37.743984),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41
161033714,76,16041060,Medical Incident,04/12/2016,04/12/2016,04/12/2016 08:15:55 PM,04/12/2016 08:16:41 PM,04/12/2016 08:17:01 PM,04/12/2016 08:17:19 PM,04/12/2016 08:24:44 PM,04/12/2016 09:30:09 PM,04/12/2016 09:29:43 PM,Code 2 Transport,04/12/2016 09:30:18 PM,FOLSOM ST/DORE ST,San Francisco,94103,B02,36,2342,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,161033714-76,POINT (-122.412224 37.773285),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160921447,E08,16036414,Medical Incident,04/01/2016,04/01/2016,04/01/2016 11:52:46 AM,04/01/2016 11:53:14 AM,04/01/2016 11:53:31 AM,04/01/2016 11:54:56 AM,04/01/2016 11:57:35 AM,,,Code 2 Transport,04/01/2016 12:11:33 PM,07TH ST/HARRISON ST,San Francisco,94103,B03,08,0231,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,160921447-E08,POINT (-122.406296 37.775513),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
160970877,65,16038325,Medical Incident,04/06/2016,04/06/2016,04/06/2016 08:44:44 AM,04/06/2016 08:46:11 AM,04/06/2016 08:46:44 AM,04/06/2016 08:47:03 AM,04/06/2016 08:54:31 AM,04/06/2016 09:11:35 AM,04/06/2016 09:24:45 AM,Code 2 Transport,04/06/2016 09:51:27 AM,BACHE ST/CRESCENT AVE,San Francisco,94110,B06,32,5751,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,9,Bernal Heights,160970877-65,POINT (-122.41748 37.73492),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,2
161040399,T01,16041159,Other,04/13/2016,04/12/2016,04/13/2016 04:55:30 AM,04/13/2016 04:55:30 AM,04/13/2016 04:55:41 AM,04/13/2016 04:59:48 AM,,,,Fire,04/13/2016 05:21:41 AM,NATOMA ST/11TH ST,San Francisco,94103,B02,36,5114,3,3,3,false,Alarm,1,TRUCK,1,2,6,South of Market,161040399-T01,POINT (-122.41611 37.773533),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,20
161001515,B04,16039748,Alarms,04/09/2016,04/09/2016,04/09/2016 12:22:56 PM,04/09/2016 12:25:01 PM,04/09/2016 12:25:23 PM,04/09/2016 12:26:04 PM,,,,Fire,04/09/2016 12:30:17 PM,ANZA AVE/LINCOLN BLVD,Presidio,94129,B99,51,4626,3,3,3,false,Alarm,1,CHIEF,2,7,2,Presidio,161001515-B04,POINT (-122.45661 37.801716),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,27
161002089,E16,16039814,Water Rescue,04/09/2016,04/09/2016,04/09/2016 03:39:48 PM,04/09/2016 03:40:46 PM,04/09/2016 03:41:09 PM,04/09/2016 03:42:44 PM,,,,Medical Examiner,04/09/2016 04:57:53 PM,MARINE DR/END,San Francisco,94129,B99,51,4632,3,3,3,true,Fire,1,ENGINE,9,7,2,Presidio,161002089-E16,POINT (-122.4766 37.81068),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,27
161002334,RC1,16039842,Medical Incident,04/09/2016,04/09/2016,04/09/2016 04:56:29 PM,04/09/2016 04:59:16 PM,04/09/2016 05:00:17 PM,04/09/2016 05:00:17 PM,,,,Code 2 Transport,04/09/2016 05:02:48 PM,STEVENSON ST/07TH ST/ODD FELLOWS WAY,San Francisco,94103,B02,36,2316,2,2,2,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,2,6,South of Market,161002334-RC1,POINT (-122.411934 37.780006),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161022117,RS1,16040582,Medical Incident,04/11/2016,04/11/2016,04/11/2016 01:55:44 PM,04/11/2016 01:57:53 PM,04/11/2016 01:59:16 PM,04/11/2016 02:00:26 PM,,,,Code 2 Transport,04/11/2016 02:02:28 PM,MISSION ST/09TH ST,San Francisco,94103,B02,36,2336,E,E,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,2,6,South of Market,161022117-RS1,POINT (-122.41471 37.77623),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,34
161043182,T10,16041406,Medical Incident,04/13/2016,04/13/2016,04/13/2016 06:15:21 PM,04/13/2016 06:16:54 PM,04/13/2016 06:17:09 PM,04/13/2016 06:18:26 PM,,,,Code 2 Transport,04/13/2016 06:19:24 PM,POST ST/SCOTT ST,San Francisco,94115,B04,10,4131,3,3,3,false,Potentially Life-Threatening,1,TRUCK,3,5,5,Japantown,161043182-T10,POINT (-122.43802 37.78453),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,15
160932998,E10,16036989,Medical Incident,04/02/2016,04/02/2016,04/02/2016 06:53:13 PM,04/02/2016 06:55:08 PM,04/02/2016 06:56:18 PM,04/02/2016 06:58:50 PM,04/02/2016 07:00:06 PM,,,Code 2 Transport,04/02/2016 07:08:33 PM,TURK BLVD/TAMALPAIS TER,San Francisco,94118,B05,21,4564,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,5,1,Lone Mountain/USF,160932998-E10,POINT (-122.448875 37.77839),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,18
161040804,E48,16041190,Outside Fire,04/13/2016,04/13/2016,04/13/2016 08:28:17 AM,04/13/2016 08:28:17 AM,04/13/2016 08:28:31 AM,04/13/2016 08:30:21 AM,04/13/2016 08:33:12 AM,,,Fire,04/13/2016 08:37:48 AM,AVENUE D/09TH TI ST,Treasure Isla,94130,B03,48,2931,3,3,3,true,Fire,1,ENGINE,1,None,6,Treasure Island,161040804-E48,POINT (-122.37266 37.82412),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,37
161032244,T15,16040947,Traffic Collision,04/12/2016,04/12/2016,04/12/2016 02:34:43 PM,04/12/2016 02:34:43 PM,04/12/2016 02:35:16 PM,04/12/2016 02:35:34 PM,,,,Code 2 Transport,04/12/2016 02:49:09 PM,PLYMOUTH AVE/MANGELS AVE,San Francisco,94127,B09,15,8522,3,3,3,false,Potentially Life-Threatening,1,TRUCK,5,9,7,West of Twin Peaks,161032244-T15,POINT (-122.45769 37.732178),02/05/2024 03:27:52 AM,02/05/2024 10:56:25 AM,41
